id	en
Apakah kamu bahagia saat ini?	Are you happy right now?
Bisakah kamu memercayai itu, Tom?	Can you believe it, Tom?
Mungkin Tom di Australia.	Perhaps Tom is in Australia.
Siapa yang menolong mereka?	Who helped them?
Siapa yang telah menolong mereka?	Who helped them?
Siapa yang telah menolong mereka?	Who has helped them?
Apakah Anda benar-benar dokter?	Are you really a doctor?
Apakah Anda dokter sungguhan?	Are you a real doctor?
Apakah kamu dokter sungguhan?	Are you a real doctor?
Bagaimana dengan Tom?	What about Tom?
Ada apa dengan Tom?	What's with Tom?
Apa artinya ini?	What does this mean?
Apakah kamu punya anak?	Do you have any children?
Apakah Anda mempunyai anak?	Do you have any children?
Apa kamu punya anak?	Do you have any children?
Kamu terjebak.	You're trapped.
Apakah kamu sudah membuat ID Yahoo?	Did you create a Yahoo ID?
Ikuti dia.	Follow him.
Tom sangat mencintai dan menyayangi Mary.	Tom adores Mary.
Pesawat kami mendarat di Boston tepat sebelum badai menghantam.	Our plane landed in Boston just before the storm hit.
Kami ingin berbicara dengan Anda.	We'd like to speak with you.
Saudara laki-laki saya adalah seorang perawat di rumah sakit keperawatan.	My brother is a nurse at the teaching hospital.
Saya menulis diary saat saya masih muda.	I kept a diary when I was younger.
Dia mengakui bahwa dia yang melakukannya.	He admitted that he did that.
Apakah kamu memesan pizza?	Did you order a pizza?
Kami benar-benar tergerak oleh kuliahnya.	We were really moved by his lecture.
Tom akan pergi jauh.	Tom will go far.
Anak saya berbohong kepada saya.	My son lied to me.
Saya tidak bisa melihat atau pun mendengar pembicaranya.	I could neither see nor hear the speaker.
Saya mempunyai surat untukmu.	I have a letter from you.
Tom berkata bahwa dia tidak akan tinggal.	Tom says he won't stay.
Tom dan Mary sudah melakukan apa yang seharusnya mereka lakukan.	Tom and Mary did what they were supposed to.
Saya harus melihatnya.	I must see it.
Bagaimana saya bisa menulis dengan lebih cepat?	How can I write faster?
Apakah ada sesuatu yang tidak kamu beritahukan kepada saya?	Is there something you're not telling me?
Tom mempunyai alasan untuk tinggal di Boston.	Tom had his reasons for staying in Boston.
Kamu bisa membayangkan kencan dengan Mary, contohnya?	Can you imagine dating Mary, for example?
Tom sanggup melakukan hal itu dengan baik saat dia masih muda.	Tom was able to do that well when he was younger.
Saya lupa memberitahu Tom mengapa saya tidak melakukannya.	I forgot to tell Tom why I didn't do that.
Apakah pekerjaanmu menarik?	Is your job interesting?
Perempuan bermata biru itu adalah Jane.	The girl with blue eyes is Jane.
Dia tidak berharap untuk hidup begitu lama.	He did not expect to live so long.
Pakaian ini terasa ketat di badan saya.	This suit is tight on me.
Saatnya makan.	It's time to eat.
Tom ingat kapan terakhir kali dia melihat Mary.	Tom remembered where he had last seen Mary.
Walaupun saya duduk di bawah sinar matahari, saya tetap merasa dingin.	Even though I'm sitting here in the sun, I still feel cold.
Aturannya sangatlah jelas.	The rules are clear.
Tom dulu berteman dengan anak saya.	Tom was friends with my son.
Tom masih berada di luar.	Tom is still outside.
Buruan, seorang wanita tenggelam!	Quick, a woman is drowning!
Sami memakai janggut palsu.	Sami wore an artificial beard.
Saya tahu bahwa saya mempunyai masalah.	I know I have a problem.
Mungkin akan sulit bagi Tom untuk melakukan hal tersebut.	It's probably going to be hard for Tom to do that.
Mungkin siang ini akan hujan.	It's probably going to rain this afternoon.
Kamu itu tidak berarti apa-apa bagi kami.	You mean nothing at all to us.
Bagaimana saya bisa tahu kalau saya salah?	How will I know if I'm wrong?
Tom telah menyelesaikan semua masalahnya.	Tom solved all the problems.
Kita tidak bisa membuat omelet tanpa memecahkan telur.	We cannot make an omelette without breaking eggs.
Apa yang saya lakukan di waktu senggang saya bukanlah urusanmu.	What I do in my free time is none of your business.
Kamu selalu mengeluhkan suamimu.	You're always complaining about your husband.
Semua daun-daunnya sudah berguguran.	All the leaves have fallen.
Kamu akan merasa lebih baik setelah tidur malam.	You'll feel better after a night's sleep.
Bukalah kotak itu.	Open the box.
Buka kotak itu.	Open the box.
Buka kotaknya.	Open the box.
Aku membelinya seminggu yang lalu.	I'd bought it the week before.
Apakah Anda ingin bekerja di METRO?	You want to work at METRO?!
Kamu mau kerja di METRO?!	You want to work at METRO?!
Kamu berbisik.	You whispered.
Saya akan lanjutkan.	I will continue.
Mary mengatakan bahwa dia merasa kesepian	Mary said she felt lonely.
Mary bilang bahwa dia merasa kesepian	Mary said she felt lonely.
Mary memberi tahu saya bahwa dia tidak tahu apa yang perlu dia lakukan	Mary told me that she doesn't know what she needs to do.
Menhad juga ingin membuat suatu video mengenai hal tersebut	Mennad wanted to do a video on that, too.
Sami membaca instruksi-instruksi tersebut	Sami read the instructions.
Orang tua Mary mengizinkan dia untuk melakukan apa pun yang dia mau	Mary's parents allow her to do anything she wants to do.
Tidak banyak dari kita yang tahu bagaimana berbahasa Perancis	Not very many of us know how to speak French.
Menhad mendapatkan sertifikatnya	Mennad got his certificate.
Aku bisa pulang lebih awal jika kamu mau	I can come home early if you want me to.
Dia membeli mobil bekas di Algeria	He bought a used car in Algeria.
Aku pikir Tom dan Mary bahagia karena hal tersebut telah terjadi	I thought Tom and Mary were glad that that had happened.
Mary selalu berubah pikiran	Mary changes her mind all the time.
Apakah menurut kamu Tom dan Mary sedang sakit?	Do you really think Tom and Mary are sick?
Tom dan Mary menyangkal bahwa mereka pulang terlebih dahulu	Tom and Mary denied they left early.
Tom berkata dia tahu mengapa kamu tidak menang	Tom says he knows why you didn't win.
Mennad terus berjalan	Mennad just kept going.
Pacar Mary memperlakukannya dengan buruk	Mary's boyfriend treats her badly.
Dia mempelajari pelajarannya	She learned her lesson.
Tom tidak akan marah kepada kita	Tom won't be mad at us.
Tom berhenti melatih pada tahun 2013	Tom retired from coaching in 2013.
Aku tidak tahu apakah besok akan hujan.	I don't know if it'll rain tomorrow.
Statistik menunjukkan bahwa standar hidup kita telah meningkat.	Statistics indicate that our living standards have risen.
Statistik berhubungan dengan angka yang dikumpulkan yang mewakili fakta.	Statistics deals with collected numbers representing facts.
Saya dapat memberi Anda beberapa prediksi statistik tentang pendapatan yang diharapkan.	I can provide you with some statistical predictions of expected revenues.
Saya ingin tiba.	I would like to arrive.
Kirimkan kami telegram saat Anda tiba.	Send us a telegram when you arrive.
Dia akan menunggumu saat kamu sampai di sana.	He will be waiting for you when you get there.
Tidak lama setelah dia tiba, dia jatuh sakit.	No sooner had he arrived than he fell sick.
Filmnya akan dimulai sebelum kita sampai di sana.	The movie will have started before we get there.
Dia memberi tahu semua orang bahwa dia sedang kecewa	She told everybody she was upset.
Tom bekerja dengan ayahnya	Tom works with my father.
Mary masih bekerja, bukankah begitu?	Mary is still working, isn't she?
Tom bisa saja mencium Mary sekarang juga	Tom could be kissing Mary right now.
Sami memiliki wajah yang sangat polos	Sami had such an innocent face.
Mary berkata bahwa dia pikir Tom sedang berlibur	Mary said she thought Tom was on vacation.
Mary memberitahu saya (bahwa) dia ingin belajar bahasa Prancis	Mary told me she wanted to learn French.
Sami mempunyai pacar perempuan yang lain	Sami has another girlfriend.
Bawakan tas itu	Bring the bag.
Bawakan tas tersebut	Bring the bag.
Mary memberitahu saya bahwa dia pernah menjadi orang kaya	Mary told me that she used to be rich.
Dia cukup bangga akan dirinya sendiri	She's pretty proud of herself.
Dia datang untuk melihat dia pada hari Kamis	He came to see her on Thursday.
Dia datang untuk melihatnya pada hari Kamis	He came to see her on Thursday.
Saya sering pergi ke pantai setiap musim panas ketika aku masih anak-anak	I used to go to the beach every summer when I was a kid.
Butik Sami sudah tutup	Sami's boutique was closed.
Aku tidak tahu apakah Tom atau saudara laki-lakinya	I don't know either Tom or his brother.
Mary melepas ikatan rambutnya	Mary untied her ponytail.
Mary melepas ikatan rambut ekor kudanya	Mary untied her ponytail.
Mereka akan melakukan apa yang kami katakan kepada mereka untuk dilakukan	They'll do what we tell them to do.
Dia berkata dia pikir bahwa saya sudah meninggal	She said she thought that I was dead.
Sami kadang-kadang menelpon Layla	Sami called Layla sometimes.
Sami terus membicarakan hal tersebut	Sami kept talking about it.
Rasisme masih merupakan suatu masalah	Racism is still an issue.
Sebelum kita mulai, biarkan saya bertanya suatu pertanyaan	Before we get started, let me ask a question.
Di satu sisi kamu memang benar, tapi aku masih ragu.	In a way you're right, but I still have doubts.
Kopi itu diimpor langsung dari Belanda	The coffee is imported directly from the Netherlands.
Kami tidak berani untuk bertanya kepada Tom.	We didn't dare to ask Tom.
Ibu saya baik-baik saja.	My mother is fine.
Kamu tidak bisa menyalahkan dia karena apa yang dia lakukan.	You can't blame him for what he did.
Tom dihukum mati saat subuh.	I'll complain to Tom.
Tom dihukum mati saat subuh.	Tom was executed at dawn.
Tom dieksekusi saat subuh.	Tom was executed at dawn.
Mary bisa saja menang jika dia mencoba sedikit lebih keras.	Mary could've won if she'd tried a little harder.
Sami harus memeriksa ini secara manual.	Sami had to manually check this.
Aku sebenarnya tidak melakukan apa-apa.	I didn't actually do anything.
Aku akan membiarkan kamu menang untuk sekali ini.	I'll let you win for once.
Dia berkata bahwa dia mendengar sebuah suara di luar.	She said she heard a noise outside.
Aku pikir ini dibuat dari Aljazair.	I thought this was Algerian-made.
Dia benar-benar menyukai video seperti ini.	He really likes this type of video.
Sami adalah seorang yang kasar.	Sami is abusive.
Sami kasar.	Sami is abusive.
Sami tidak datang ke sini.	Sami didn't come here.
Kamu tidak menghitung	You don't count.
Aku ga takut.	I'm not afraid.
Aku ga takut sama kamu.	I'm not afraid of you.
Aku ga takut sama apa-apa.	I'm not afraid of anything.
Tom tidak akan melakukannya kecuali jika kau memintanya.	Tom won't do that unless you ask him.
Aku pikir hantu itu ada.	I think ghosts exist.
Tidak ada ruang untuk ragu.	There's no room for doubt.
Dia melewati tes itu dan menjadi seorang imam	He passed the test and became an imam.
Kamu tidak perlu melakukan itu lagi selamanya	You shouldn't ever need to do that again.
Ini kesempatan kita untuk mengucapkan terimakasih	This is our chance to say thank you.
Sudah berapa lama kamu mengurus kebun mawar ini?	How long have you looked after this rose garden?
Selama perkenalan saya yang lama dan intim dengan Mr. Sherlock Holmes, saya belum pernah mendengar dia menyebut-nyebut hubungannya, dan hampir tidak pernah pada kehidupan awalnya.	During my long and intimate acquaintance with Mr. Sherlock Holmes I had never heard him refer to his relations, and hardly ever to his own early life.
Kamu lelah, ya?	You're tired, aren't you?
Tom telah setuju untuk melakukan yang kami minta.	Tom has agreed to do what we asked.
Apakah kamu tinggal di Aljazair?	Did you live in Algeria?
Anak-anak Felicja berpikir bahwa ayah mereka, Lazarz, lebih tampan dari Justin Beiber.	Felicja's children think that their father Lazarz is more handsome than Justin Bieber.
Aku anggap itu sebagai pujian.	I'll take that as a compliment.
Tom dan Mary tahu kamu melakukan itu.	Tom and Mary know you did that.
Tom dan Mary tahu bahwa kamu melakukan itu.	Tom and Mary know that you did that.
Ada banyak anak-anak di taman.	There are a lot of children in the park.
Aku bersih.	I'm clean.
Aku ingin bisa bicara bahasa Prancis dengan lancar.	I want to be able to speak French fluently.
Saya ingin bisa berbicara bahasa Prancis dengan fasih.	I want to be able to speak French fluently.
Tom mungkin akan rindu rumah.	Tom may get homesick.
Tom mungkin akan rindu dengan rumah.	Tom may get homesick.
Tom tidak suka Boston.	Tom doesn't like Boston.
Tom tidak pernah mengatakan apa pun.	Tom never said a word.
Aku bukan turis.	I'm not a tourist.
Saya bukan turis.	I'm not a tourist.
Jika Tom ingin pergi, biarkan dia.	If Tom wants to go, let him.
Jika Tom ingin pergi, biarkan saja.	If Tom wants to go, let him.
Tom meninggalkan mereka.	Tom abandoned them.
Aku meminta maaf kepada Tom atas apa yang aku lakukan.	I apologized to Tom for what I did.
Tom sering makan siang dengan Mary.	Tom often eats lunch with Mary.
Sudah berapa lama kamu belajar bahasa Prancis?	How long have you been studying French?
Lubang itu cukup besar.	The hole is big enough.
Lubang itu lumayan besar.	The hole is big enough.
Kita akan melakukan yang Tom sarankan.	We'll do what Tom suggested.
Kami akan melakukan yang Tom sarankan.	We'll do what Tom suggested.
Jangan lupa mengirimkan surat itu.	Don't forget to send that letter.
Ini bukan kunciku.	This isn't my key.
Tom melepas cincin pernikahannya dan membuangnya ke kolam.	Tom took off his wedding ring and threw it into the pond.
Aku menabung untuk hari tuaku.	I'm saving money for my old age.
Aku merasa tidak pantas di restoran mahal itu.	I felt out of place in the expensive restaurant.
Mungkin aku salah.	Perhaps I was wrong.
Saya baru saja membeli sebuah laptop baru.	I just bought a new laptop.
Budaya menghancurkan bahasa.	Culture destroys language.
Kami berbudaya.	We're cultured.
Banyak orang terkenal berada di balik pergerakan itu.	Many famous people are behind the movement.
Aku rasa itu mungkin.	I guess that's possible.
Apakah kamu punya kamus?	Do you have a dictionary?
Apakah Anda memiliki kamus?	Do you have a dictionary?
Tom tidak sengaja menaiki bus jurusan Boston.	Tom mistakenly got on the bus headed for Boston.
Dia tidak berbohong	He isn't lying.
Semua orang tahu bahwa Bell adalah penemu telepon.	Everyone knows that Bell invented the telephone.
Dia mengajarkan baca tulis.	She teaches reading and writing.
Kita bisa bertemu.	We can meet.
Apa kamu mencoba membunuhku?	Are you trying to kill me?
Tidak ada yang mengunjungi kami lagi.	Nobody comes to visit us anymore.
Bolehkah kami datang denganmu?	Can we come with you?
